unit_id,detector,category,extraction_status,usable,why,summary,n_sites,quote_grades,cannot_extract,missed_shape,notes
jcabi_jcabi-github__e18a8ffd16,D2,stale-caller-of-changed-signature,ok,True,ok,"param_added+exceptions_changed; arity_changed=yes by ours; decl_visible=yes; 1 call site(s); canFetchAllHooks (added by theirs) calls repo() with 0 args, but ours replaced repo() with",1,exact/exact/exact,,,"Ours refactored the zero-arg helper repo() into repos() plus repo(Repos); theirs independently un-Ignored canFetchAllHooks and inserted a repo().hooks() call. Mergiraf merged both, leaving a call to a helper whose only surviving overload takes a Repos argument. Interestingly the COMPILE DELTA reports (none), likely because canFetchAllHooks is a failsafe/IT test skipped via Assume; the failure manifests at test time, not single-file javac."
jdeparser_jdeparser2__868afefbb4,D3,stale-reference-to-removed-declaration,partial,False,decl=ok refs=none-verify verdicts=ok missed_shape=ok,method removed by ours; 0 ref site(s); rm2=no joern=no,0,exact,"d3.stale_reference_sites: No caller of hasStaticImport(String) appears in any shown file; the reference site lives cross-file (or in a file elided at T3), and merged bodies are omitted so no in-file usage is visible.; d3.old_declaration.line: Merged body omitted at truncation T3; declaration only visible in the OURS-vs-BASE diff, so no merged-result line number can be counted.","Removed (not renamed) method: OURS deleted hasStaticImport(final String name) while THEIRS kept it and Mergiraf followed the deletion, but the caller lives in a file outside/elided from this unit, so no (base,version) pair here shows a rename and calls are invisible to Joern.","Merged-vs-developer diff on ImplJSourceFile.java shows the developer re-inserted `boolean hasStaticImport(final String name)`, confirming Mergiraf dropped it (OURS removed, THEIRS retained) and that its absence is the compile/test breakage. AbstractJType.qualifiedName(SourceFileWriter)->qualifiedName() and AbstractJClassDef getModifiers/hasAllModifiers removals were applied consistently by both sides or matched by dev, so they are not the silent failure."
jenkinsci_build-timeout-plugin__daeab4a1ee,D1,stale-usage-of-pruned-import,ok,True,ok,"import `Nonnull` replaced by theirs; 1 usage site(s), added by ours",1,exact/exact,,,Classic import-replace vs new-usage clash: theirs migrated javax.annotation.Nonnull -> edu.umd.cs.findbugs.annotations.NonNull; ours added addAction(@Nonnull ...) using the old symbol. Line numbers for file 1 derived by counting the 68-line merged body reproduced in the merged-vs-developer diff.
jenkinsci_credentials-plugin__e9cf377a17,D1,stale-usage-of-pruned-import,partial,True,ok,"import `ArrayList` removed by ours; 1 usage site(s), added by theirs",1,exact/exact,"d1.stale_usage_sites[].line: T2 truncation: MERGED RESULT bodies omitted, so exact merged line numbers of the ArrayList usages are not derivable; usages quoted from THEIRS diff, presence in merged confirmed by MERGED-vs-DEVELOPER showing only the missing import as a difference.",,"Culprit is File 4 (CredentialsTypeFilter.java): ours pruned the ArrayList import while theirs added ArrayList usages; merged keeps usages without the import. File 1 (CredentialsProviderFilter.java) is NOT a defect because theirs added both `import java.util.ArrayList;` and the usage. The other files' changes (getId() vs getClass().getName(), @NonNull additions, test import churn) are unrelated to the pruned-import mechanism."
jline_jline2__5acfe59453,D3,stale-reference-to-renamed-or-relocated-declaration,ok,True,ok,field renamed by ours; 2 ref site(s); rm2=uncertain joern=no,2,exact/exact,,"Field rename nonBlockingInput->in where the old name is not resolvable in the ours parent (renamed) so Joern's both-parents guard suppresses it; only RM2's attribute-rename var lane could catch it, and only if RefactoringMiner reports the rename despite the concurrently removed `in` field.","OURS renamed field nonBlockingInput->in (and removed old `private InputStream in;`); THEIRS added method insertClose() referencing nonBlockingInput. Mergiraf combined both, leaving stale `nonBlockingInput.*` calls in insertClose; developer resolution rewrites them to `in`. T2: merged bodies omitted so all line numbers are -1; stale sites recovered from the MERGED-vs-DEVELOPER diff."
jmrozanec_cron-utils__a77c0476c3,D1,stale-usage-of-pruned-import,ok,True,ok,"import `DAY_OF_YEAR` narrowed by theirs; 2 usage site(s), added by ours",2,exact/exact,,,"Same wildcard-narrowing collision appears in both CronBuilder.java and ExecutionTime.java. There are also several other new-declaration references in this merge (CronConstraints.ensureEitherDayOfWeekOrDayOfMonth, CronDefinitions.quartzWithDayOfYearExtension, FieldQuestionMarkDefinitionBuilder, OnDayOfCalendarValueGenerator) whose declaring files are not part of this unit — those are potential cross-file missing-declaration failures, but the frozen label is the pruned static wildcard import of DAY_OF_YEAR."
jnr_jnr-unixsocket__467698b6bd,D1,stale-usage-of-pruned-import,ok,True,ok,"import `Struct` narrowed by ours; 3 usage site(s), added by theirs",3,exact/exact,,,"Classic wildcard-narrowing pruning: OURS replaced `jnr.ffi.*` with explicit imports; THEIRS's added getsockopt(...,Struct) needs Struct and Pointer. Note the COMPILE DELTA reports (none), which is surprising for a resolve failure — likely because the single-file javac harness cannot resolve the jnr.ffi classpath at all, masking the import breakage; the real failure surfaced in the full test build."
joel-costigliola_assertj-core__df351133a9,D1,stale-usage-of-pruned-import,partial,True,ok,"import `failBecauseExpectedAssertionErrorWasNotThrown` removed by ours; 4 usage site(s), added by kept-from-base",4,exact/exact,"d1.stale_usage_sites.line: merged bodies omitted at truncation T3; only OURS/THEIRS/merged-vs-dev diffs are shown, so exact 1-based line numbers in the MERGED RESULT cannot be counted",,"Same pattern in 4 test files: OURS deletes the static import of failBecauseExpectedAssertionErrorWasNotThrown, THEIRS keeps it (and existing base call sites), Mergiraf takes OURS' deletion but keeps the call sites -> unresolved static call. Developer resolution re-adds the import (merged-vs-dev shows +import line), confirming merged lacks it. Puzzle: OURS' -U3 diffs show only the import removal with no matching call-site removals, yet base uses the symbol; the removal likely reflects OURS pruning an import it believed unused. COMPILE DELTA is (none) because single-file javac cannot resolve org.assertj.core.test.* regardless, so the differential is empty; real breakage surfaces at full test-suite compile."
logstash_log4j-jsonevent-layout__ee90110799,D1,stale-usage-of-pruned-import,ok,True,ok,"import `PatternLayout` narrowed by theirs; 2 usage site(s), added by ours",2,exact/exact,,,"COMPILE DELTA shows (none) — but usage is inside an @Ignore test; compilation of PatternLayout still requires the import. The pruned import was a wildcard, so this is a wildcard-narrowing case, a known D1 guard concern."
mercadopago_sdk-java__9dfc950fd2,D2,stale-caller-of-changed-signature,ok,True,ok,exceptions_changed; arity_changed=no by theirs; decl_visible=yes; 3 call site(s); New overloads added by ours declare only 'throws MPException' but delegate to methods whos,3,normalized/normalized/normalized,,,Theirs widened throws clauses across all three files by adding checked MPApiException; ours independently added new single-arg overloads (and a no-arg constructor) in PaymentRefundClient that declare only 'throws MPException'. Merge combines them: the new delegating overloads call now-MPApiException-throwing methods without declaring it -> unreported checked exception. Files 1 and 3 are safe because ours only reformatted javadoc there. Compile-delta shows (none) because single-file javac cannot resolve the cross-file exception widening; the failure surfaces at full build/test.
mikera_vectorz__d93ef1b341,D1,stale-usage-of-pruned-import,ok,True,ok,"import `Random` removed by theirs; 1 usage site(s), added by ours",1,exact/exact,,,"Line numbers left as -1 to avoid estimation over the ~400-line merged file; the removed import does not appear in the merged text and the usage line is deep in the body. Note the reported single-file COMPILE DELTA is '(none)', but the failure is genuine at project-compile scope where java.util.Random is required and absent."
mitre_http-proxy-servlet__b7a68118f2,D2,stale-caller-of-changed-signature,ok,True,ok,"return_type_changed+other; arity_changed=no by ours; decl_visible=yes; 2 call site(s); getTargetUri() (added by theirs) declares return type URI but returns field targetUri, whi",2,exact/exact/exact,,,"This is really a field-TYPE change interacting with a newly-added getter, not a classic method-signature change. Ours renamed the URI field to targetUriObj and re-typed targetUri to String; theirs independently added `public URI getTargetUri(){return targetUri;}`. The merge combines both, yielding a String returned from a URI-typed getter. MERGED equals the developer resolution (no diff), and single-file COMPILE DELTA is (none) because both share the same errors; the failure surfaces via tests/downstream compilation. D2 fit is loose (field type, not parameter arity)."
movsim_movsim__6dae25caf7,D1,stale-usage-of-pruned-import,ok,True,ok,"import `MovsimInputLoader` removed by theirs; 1 usage site(s), added by kept-from-base",1,exact/exact,,,"Second pruned symbol ProjectMetaData (import org.movsim.input.ProjectMetaData;) is referenced on the same merged line 41. FILE 2 RoadSegment.java also has unrelated concerns (ours added import org.movsim.SimulationScan and RoadTypeSpeeds usage), but the labeled import-pruning failure lives in FILE 1."
msopentech_azure-activedirectory-library-for-java__d3f143872b,D2,stale-caller-of-changed-signature,partial,False,old_sig=missing/absent new_sig=missing/absent call_sites=ok,"param_added; arity_changed=yes by theirs; decl_visible=no; 1 call site(s); passes 6 args to the AuthenticationResult constructor, but theirs' updated signature takes",1,empty/empty/exact,"d2.old_signature: declaration of AuthenticationResult constructor lives in AuthenticationResult.java, a file not part of this unit; only call sites are visible; d2.new_signature: new constructor declaration is cross-file and not shown; change is only observable through theirs' updated call sites",,"Theirs added an ""idToken"" parameter to the AuthenticationResult constructor and updated all its existing call sites (base 6-arg -> 7-arg, e.g. lines 100-102, 139-141). Ours concurrently added a new test testAcquireToken_Username_Password whose expectPrivate(...).andReturn(new AuthenticationResult(...)) still uses the old 6-arg shape (lines 176-177). Mergiraf combined both; the merged file now calls a constructor arity that no longer exists. The constructor declaration is cross-file, so old/new signatures cannot be quoted verbatim. Note ctx.acquireToken(""resource"",""clientId"",""username"",""password"",null) (line 180) is a separate potential unresolved-overload risk."
ninjaframework_ninja__94b2365be3,D1,stale-usage-of-pruned-import,ok,True,ok,"import `Cookie` removed by ours; 1 usage site(s), added by theirs",1,exact/exact,,,"Because a same-package ninja.Cookie type exists, the merged unqualified `Cookie` likely still compiles (resolving to the wrong type), producing a silent behavioral/test failure rather than a compile error — hence COMPILE DELTA (none). Detector should flag pruned import symbol usage even when the symbol collides with a same-package name."
openpnp_openpnp__b62c0ce826,D3,stale-reference-to-renamed-or-relocated-declaration,partial,False,decl=missing/absent refs=ok verdicts=ok missed_shape=ok,method other by ours; 2 ref site(s); rm2=no joern=no,2,empty/exact,"d3.old_declaration: not shown: the declarations of CvPipeline.setCamera/setNozzle (and the new setProperty) live in org/openpnp/vision/pipeline/CvPipeline.java, which is not one of the 3 files in this unit","Cross-file method replacement: setCamera/setNozzle declared in CvPipeline.java (not in this unit) were replaced by setProperty on ours while theirs added a new preRotate block still calling the old methods, and these stale sites are method calls with a cross-file declaration that neither lane can see.","Ours migrated all setCamera/setNozzle call sites to setProperty(key, value); theirs independently added a large new preRotate branch in findOffsets that still calls the old pipeline.setCamera(camera)/setNozzle(nozzle). Mergiraf combined both, leaving stale old-API calls at lines 102-103. Developer resolution rewrites them to setProperty. Compile delta shows (none) because the removed methods may still exist or javac single-file cannot resolve CvPipeline; the failure is behavioral/API-level. arity/signature also differ (setProperty adds a String key)."
qcadoo_mes__c6cb8180e5,D3,stale-reference-to-renamed-or-relocated-declaration,partial,False,decl=missing/absent refs=ok verdicts=ok missed_shape=ok,method renamed by ours; 1 ref site(s); rm2=no joern=no,1,empty/exact,"d3.old_declaration: The renamed API methods (DataFieldDefinition.setValidators/setType/setEditable/setReadOnly replaced by fluent withValidator/withType/readOnly/readOnlyOnUpdate; and FieldValidatorFactory.requiredOnCreation->requiredOnCreate) are all declared in classes (DataFieldDefinition, FieldValidatorFactory) that live in files not part of this 2-file unit, so no declaration line is visible.","Cross-file API rename: OURS replaced DataFieldDefinition.setValidators with the fluent withValidator across all its own sites, while THEIRS added fieldRole.setValidators(...) kept in the merge; the changed declaration lives in DataFieldDefinition (not part of this unit) and is invoked via a method call, invisible to both lanes.","Compile delta is (none) (single-file), so setValidators likely still exists on the classpath — the failure is probably semantic (fluent withValidator adds vs setValidators replaces) or the THEIRS FQCN rename com.qcadoo.mes.core.data.beans.UserGroup->Groups plus role enumType->stringType retargeting a bean class not in this unit. Multiple cross-file rename candidates (setValidators/setType/setEditable->fluent, requiredOnCreation->requiredOnCreate, UserGroup->Groups); none of the renamed declarations are among the two shown files. Confidence in the specific culprit is moderate."
sander2798_enderstone__9d0d7b7ba8,D1,stale-usage-of-pruned-import,ok,True,ok,"import `RegionSet` removed by theirs; 2 usage site(s), added by ours",2,exact/exact,,,"Two symmetric pruned-import/stale-usage pairs in the same file: (1) theirs removed RegionSet import, ours added RegionSet usage; (2) ours removed PacketOutPlayerAbilities import, theirs added PacketOutPlayerAbilities usage. Both imports are absent in merged (developer resolution re-added both). Merged body was truncated (T2), so line numbers are -1; usage quotes are taken from the parent diffs and confirmed present in merged via the MERGED-vs-DEVELOPER diff."
sandergielisse_enderstone__df0826f63b,D2,stale-caller-of-changed-signature,partial,False,old_sig=missing/absent new_sig=missing/absent call_sites=ok,"param_added; arity_changed=yes by theirs; decl_visible=no; 1 call site(s); passes 1 arg (message), new constructor takes 2 args (message, byte); developer fix change",1,empty/empty/exact,"d2.old_signature: Constructor PacketOutChatMessage(Message) is declared in src/.../PacketOutChatMessage.java, a file not part of this unit; only call sites are visible.; d2.new_signature: New constructor PacketOutChatMessage(Message, byte) declaration is cross-file (not shown); inferred only from theirs' updated call sites like new PacketOutChatMessage(message, (byte) 0).",,"Ours added a new broadcastMessage method in Main.java calling the OLD 1-arg PacketOutChatMessage(message); theirs migrated the codebase (EnderPlayer.sendRawMessage) to the NEW 2-arg PacketOutChatMessage(message,(byte)0), implying the constructor gained a byte param. Merge kept ours' stale 1-arg call. Constructor declaration is cross-file, so no signature line is quotable. Compile delta shows (none) because the callee class isn't compiled single-file; the failure is a real arity mismatch confirmed by the MERGED-vs-DEV diff on Main.java."
sandergielisse_enderstone__febdb02eb3,D2,stale-caller-of-changed-signature,ok,True,ok,"param_added; arity_changed=yes by ours; decl_visible=yes; 6 call site(s); passes 3 args to ItemStack(short,byte,short), but ours changed the constructor to arity 4 ",6,exact/exact/exact,,,"Ours added a boolean generateNBT param to both ItemStack constructors (removing the 3-arg overload); theirs added six 3-arg tryPickup(new ItemStack(...)) calls in EnderPlayer.onSpawn. Merged kept ours' 4-arg constructor plus theirs' 3-arg calls. Ours' own callers (Packet.java, PacketInPlayerDigging) were merged to 4-arg and are fine. Merged bodies omitted at T2, so stale call quotes are taken from the THEIRS diff; EnderPlayer MERGED-vs-DEV shows no differences, but developer reverted ItemStack to 3-arg, so the mismatch is merged-only. Cross-file, so single-file javac delta is (none)."
segmentio_analytics-java__0d4a7b4e69,D1,stale-usage-of-pruned-import,partial,True,ok,"import `BlockingQueue` removed by theirs; 1 usage site(s), added by kept-from-base",1,exact/exact,"d1.stale_usage_sites[].line: T2: merged bodies omitted; only diffs shown, so exact merged line number of the BlockingQueue usage cannot be counted",,"Compile delta reported (none), likely because single-file javac on this test already fails to resolve many symbols (mockito, com.segment.*), masking the missing BlockingQueue import. The silent failure is confirmed via the developer resolution which re-adds the import. Multiple parallel import churn (Matchers->ArgumentMatchers, verifyZeroInteractions->verifyNoInteractions, initMocks/openMocks) merged cleanly; the BlockingQueue removal is the culprit tied to theirs' @Spy field retype."
softinstigate_restheart__98dda32101,D3,stale-reference-to-renamed-or-relocated-declaration,ok,True,ok,parameter renamed by theirs; 3 ref site(s); rm2=yes joern=no,3,exact/exact,,,"Ours added a syntax-check block using parameters request/response; theirs renamed those parameters to req/res. Mergiraf combined both, leaving request/response references unresolved. Developer resolution rewrites them to req/res (see MERGED vs DEVELOPER diff). Compile delta shows (none) single-file, but resolution failure is real."
softinstigate_restheart__dc14776b02,D1,stale-usage-of-pruned-import,ok,True,ok,"import `DataLoaderDispatcherInstrumentation` removed by theirs; 4 usage site(s), added by ours",4,exact/exact,,,"Classic D1: theirs removed both DataLoaderDispatcher* imports (assuming ours had not re-added the instrumentation), ours added GraphQL.newGraphQL(...).instrumentation(...) code using both types; Mergiraf merged both cleanly. Note FILE 1 and FILE 2/3 also involve JsonUtils->BsonUtils import swaps, but those resolved consistently (both sides converged on BsonUtils). The real breakage is the two dataloader instrumentation types. COMPILE DELTA shows (none) for single-file javac, likely because unresolved types register as RESOLVE errors suppressed or the class is unavailable standalone."
